TIPO,CANAL,CATEGORIA,SUBCATEGORIA,Incluir,otc4_code,Category,SubCategory,Segment,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,FCC,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302, MTH Actual , MTH Anterior , MAT Actual , MAT Anterior , YTD Actual , YTD Anterior , QTR Actual , QTR Anterior 
CREMA,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1B,PH Body,PH Body Care,NO,EUCERIN ADVAN REPA CR CORP INTE 450ML x 1                    ,EUCERIN ADVAN REPA (BEI) ,EUCERIN ADVAN REPA (BEI) ,BEIERSDORF        ,POPULAR                  ,64519,11238195,18263242,29749549,29186796,29900105,32750335,26725296,33990900,28711591,41562101,25491941,21141154,25158608,23394634,32116553,38365114,23935666,23008445,22869920,24727600,23767203,35937636,22192087,19270048," 19,270,048.00 "," 21,141,154.00 "," 314,743,514.00 "," 328,711,205.00 "," 41,462,135.00 "," 46,633,095.00 "," 77,399,771.00 "," 88,195,196.00 "
CREMA,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,EUCERIN ELAST FILL CR DIA FPS30 50ML x 1                     ,EUCERIN ELAST FILL (BEI) ,EUCERIN ELAST FILL (BEI) ,BEIERSDORF        ,POPULAR                  ,64520,26633943,37933786,58627848,53516686,39367812,34826930,35318288,37844584,120634006,79983741,55848496,45295017,44730800,51528563,60406776,49810969,38712579,56197884,63733137,76237197,44539182,80694877,58903860,64743712," 64,743,712.00 "," 45,295,017.00 "," 690,239,536.00 "," 625,831,137.00 "," 123,647,572.00 "," 101,143,513.00 "," 204,342,449.00 "," 181,127,254.00 "
CREMA,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,EUCERIN ELAST FILL CR DIA FPS30 50ML x 1                     ,EUCERIN ELAST FILL (BEI) ,EUCERIN ELAST FILL (BEI) ,BEIERSDORF        ,POPULAR                  ,64520,335921,196930,78942,168212,852828,631718,425200,253990,415554,947347,212346,662131,683535,808388,1438887,1705511,441478,1086211,1961789,810486,1058516,1088257,1181442,937073," 937,073.00 "," 662,131.00 "," 13,201,573.00 "," 5,181,119.00 "," 2,118,515.00 "," 874,477.00 "," 3,206,772.00 "," 1,821,824.00 "
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2F,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI SPR HID F50+ 200ML x 1                    ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,64539,1126109,396653,231751,443262,372288,1028052,2467543,5116201,6963989,17282554,22414811,14781424,3680613,1488326,2058318,1522523,2497480,2086696,2664425,4849536,7686548,27029772,25578238,10398594," 10,398,594.00 "," 14,781,424.00 "," 91,541,069.00 "," 72,624,637.00 "," 35,976,832.00 "," 37,196,235.00 "," 63,006,604.00 "," 54,478,789.00 "
SIN TIPO,INDIRECTO,SOLARES,CUERPO,Incluir,83F2F,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI SPR HID F50+ 200ML x 1                    ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,64539,0,0,0,0,35456,106350,119122,161903,784906,219284,215109,300371,69773,102643,836723,51321,0,68416,100545,752816,538849,149634,231868,310403," 310,403.00 "," 300,371.00 "," 3,212,991.00 "," 1,942,501.00 "," 542,271.00 "," 515,480.00 "," 691,905.00 "," 734,764.00 "
MICELAR,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,AGUA MICELAR BIF U AG M P/UL SE 400ML x 1                    ,AGUA MICELAR BIF U (LRP) ,AGUA MICELAR BIF U (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,64694,10480072,9489415,13862867,17063339,11059651,15493176,17233378,18165041,13069757,22481693,16826826,13466200,18527547,18268861,19796878,15672778,16244836,18061016,20930446,24634612,21333355,25664358,17797537,12711548," 12,711,548.00 "," 13,466,200.00 "," 229,643,772.00 "," 178,691,415.00 "," 30,509,085.00 "," 30,293,026.00 "," 56,173,443.00 "," 52,774,719.00 "
MICELAR,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,AGUA MICELAR BIF U AG M P/UL SE 400ML x 1                    ,AGUA MICELAR BIF U (LRP) ,AGUA MICELAR BIF U (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,64694,42372,43662,42480,12975,30467,14630,0,0,15304,31094,0,126889,78108,0,64960,48723,32917,32660,29900,0,0,99859,304803,151128," 151,128.00 "," 126,889.00 "," 843,058.00 "," 359,873.00 "," 455,931.00 "," 126,889.00 "," 555,790.00 "," 157,983.00 "
SERUM,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,EUCERIN ELAST FILL SERUM 3D 30ML x 1                         ,EUCERIN ELAST FILL (BEI) ,EUCERIN ELAST FILL (BEI) ,BEIERSDORF        ,POPULAR                  ,64699,46400745,94271408,114653944,69473698,69057889,85321049,66081242,56310844,50196700,59780764,50799786,40216704,64628233,62200101,68674716,84657811,52466177,75271690,68045328,71573052,61417403,67816365,45853528,45333794," 45,333,794.00 "," 40,216,704.00 "," 767,938,198.00 "," 802,564,773.00 "," 91,187,322.00 "," 91,016,490.00 "," 159,003,687.00 "," 150,797,254.00 "
SERUM,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,EUCERIN ELAST FILL SERUM 3D 30ML x 1                         ,EUCERIN ELAST FILL (BEI) ,EUCERIN ELAST FILL (BEI) ,BEIERSDORF        ,POPULAR                  ,64699,0,96987,0,512720,202513,517682,291677,347206,0,335280,199736,134728,521191,219898,771624,1150845,353848,698304,1192242,384007,426930,905505,1191855,649943," 649,943.00 "," 134,728.00 "," 8,466,192.00 "," 2,638,529.00 "," 1,841,798.00 "," 334,464.00 "," 2,747,303.00 "," 669,744.00 "
SERUM,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1Z,PH Face,PH Acne,PH Acne Care,URIAGE HYSEAC SER NEW SKIN 40ML x 1                          ,URIAGE HYSEAC (URG)      ,URIAGE HYSEAC (URG)      ,URIAGE            ,POPULAR                  ,64702,3014343,3077496,5215979,3321396,3404750,3653373,2744310,3131176,2503003,2379122,1649392,1820430,2661150,3364205,2695943,2279459,2356000,3034121,2333477,2649389,2704751,3038396,2114069,1930675," 1,930,675.00 "," 1,820,430.00 "," 31,161,635.00 "," 35,914,770.00 "," 4,044,744.00 "," 3,469,822.00 "," 7,083,140.00 "," 5,848,944.00 "
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3F,PH Face,PH Acne,PH Acne Cleansing,URIAGE HYSEAC MAS EX PE OF 50ML x 1                          ,URIAGE HYSEAC (URG)      ,URIAGE HYSEAC (URG)      ,URIAGE            ,POPULAR                  ,64703,1796008,1622909,2200117,1529669,1450994,1201758,707629,872039,863866,895910,633166,777334,986655,1234354,827786,666238,607632,557958,467650,716810,834113,847295,594832,651811," 651,811.00 "," 777,334.00 "," 8,993,134.00 "," 14,551,399.00 "," 1,246,643.00 "," 1,410,500.00 "," 2,093,938.00 "," 2,306,410.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,ALLERGIKA CR CORP UREA 5% 200ML x 1                          ,ALLERGIKA (AIK)          ,ALLERGIKA (AIK)          ,ALLERGIKA CHILE   ,POPULAR                  ,64923,69302,105408,83055,23570,80304,47982,57241,58016,97540,10997,115521,11758,47833,47556,38466,39100,9369,11685,22402,21595,0,11312,33345,11643," 11,643.00 "," 11,758.00 "," 294,306.00 "," 760,694.00 "," 44,988.00 "," 127,279.00 "," 56,300.00 "," 138,276.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,ALLERGIKA LO CO L U10% 200ML x 1                             ,ALLERGIKA (AIK)          ,ALLERGIKA (AIK)          ,ALLERGIKA CHILE   ,POPULAR                  ,64924,12925,14898,0,0,0,0,30502,14491,61900,92130,29212,35275,15505,0,0,0,0,0,43327,55530,14839,0,0,0, -   ," 35,275.00 "," 129,201.00 "," 291,333.00 ", -   ," 64,487.00 ", -   ," 156,617.00 "
CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,ALLERGIKA CR FAC UR 5% 50ML x 1                              ,ALLERGIKA (AIK)          ,ALLERGIKA (AIK)          ,ALLERGIKA CHILE   ,POPULAR                  ,64925,320792,209761,212112,166173,198278,132704,302425,243646,181819,329920,167310,151569,355331,331482,371940,277992,298225,319981,355520,214358,280523,282695,238789,133299," 133,299.00 "," 151,569.00 "," 3,460,135.00 "," 2,616,509.00 "," 372,088.00 "," 318,879.00 "," 654,783.00 "," 648,799.00 "
MANOS,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83D3&,PH Body,PH Hand Care,NO,ALLERGIKA CR SUA MANOS 50ML x 1                              ,ALLERGIKA (AIK)          ,ALLERGIKA (AIK)          ,ALLERGIKA CHILE   ,POPULAR                  ,64926,106879,200583,263943,219205,361173,169223,255414,217360,233062,213125,160616,137128,178307,194137,122234,167684,295269,127132,162790,132575,126210,80559,109461,71202," 71,202.00 "," 137,128.00 "," 1,767,560.00 "," 2,537,711.00 "," 180,663.00 "," 297,744.00 "," 261,222.00 "," 510,869.00 "
SIN TIPO,DIRECTO,CUERPO,BABY,No Incluir,83C1A,PH Lip,PH Lip,NO,ISDIN BABY NATURAL BAL REP PERI 15ML x 1                     ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64941,611127,2254309,4433833,5708397,7600156,7547852,5824981,6717281,4669667,3804509,3676819,2845540,4119632,4715408,6048902,6479305,6209282,6748780,6552769,6109304,4396036,3837573,3499859,3157023," 3,157,023.00 "," 2,845,540.00 "," 61,873,873.00 "," 55,694,471.00 "," 6,656,882.00 "," 6,522,359.00 "," 10,494,455.00 "," 10,326,868.00 "
SIN TIPO,INDIRECTO,CUERPO,BABY,No Incluir,83C1A,PH Lip,PH Lip,NO,ISDIN BABY NATURAL BAL REP PERI 15ML x 1                     ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64941,0,176641,251129,1288434,857802,404957,103093,448942,289720,293984,284823,318073,370591,317216,368940,688208,794112,913364,673105,697203,581703,234418,543077,498476," 498,476.00 "," 318,073.00 "," 6,680,413.00 "," 4,717,598.00 "," 1,041,553.00 "," 602,896.00 "," 1,275,971.00 "," 896,880.00 "
LOCIÓN,DIRECTO,CUERPO,BABY,No Incluir,88B1&,NULL,NULL,NULL,ISDIN BABY NATURAL LOCION CORPO 400ML x 1                    ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64942,2843885,14941067,11907731,12146461,13218257,12025841,11946182,13372623,13250459,12814585,14497681,13211216,13196220,18004779,14596985,13079212,13500388,17000052,14529176,16393616,15778687,14883532,16755060,15491886," 15,491,886.00 "," 13,211,216.00 "," 183,209,593.00 "," 146,175,988.00 "," 32,246,946.00 "," 27,708,897.00 "," 47,130,478.00 "," 40,523,482.00 "
LOCIÓN,INDIRECTO,CUERPO,BABY,No Incluir,88B1&,NULL,NULL,NULL,ISDIN BABY NATURAL LOCION CORPO 400ML x 1                    ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64942,16438,1043015,88974,794615,626380,373857,544458,604403,465205,505408,341313,442003,527183,1315018,417050,691761,481576,1148644,464190,471073,549501,707927,896075,486214," 486,214.00 "," 442,003.00 "," 8,156,212.00 "," 5,846,069.00 "," 1,382,289.00 "," 783,316.00 "," 2,090,216.00 "," 1,288,724.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,UREADIN LOC. 10.0% 1000ML x 1                                ,UREADIN (ISD)            ,UREADIN (ISD)            ,ISDIN             ,POPULAR                  ,64943,3315154,2127893,3943638,2190445,2020566,1664612,2359146,2839835,2945339,3576158,4838918,11052170,9526300,5445278,7044534,7626509,22876937,11406697,13320779,23052823,11336557,12550248,10315488,8644614," 8,644,614.00 "," 11,052,170.00 "," 143,146,764.00 "," 42,873,874.00 "," 18,960,102.00 "," 15,891,088.00 "," 31,510,350.00 "," 19,467,246.00 "
LOCIÓN,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,UREADIN LOC. 10.0% 1000ML x 1                                ,UREADIN (ISD)            ,UREADIN (ISD)            ,ISDIN             ,POPULAR                  ,64943,0,0,0,0,0,62423,113239,0,61360,87758,66286,121899,91378,190228,231727,348772,290100,251449,147303,123276,133110,311954,402205,0, -   ," 121,899.00 "," 2,521,502.00 "," 512,965.00 "," 402,205.00 "," 188,185.00 "," 714,159.00 "," 275,943.00 "
SIN TIPO,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,85A2B,PH Body Cleansing,PH Soap,PH Soap,GERMISDIN GEL B S/JA O 500ML x 1                             ,GERMISDIN (ISD)          ,GERMISDIN (ISD)          ,ISDIN             ,POPULAR                  ,64944,0,0,0,0,62346,0,38329,18258,0,66011,19493,0,10156,96697,0,10445,0,0,0,15980,0,0,0,0, -   , -   ," 133,278.00 "," 204,437.00 ", -   ," 19,493.00 ", -   ," 85,504.00 "
SIN TIPO,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,85A2B,PH Body Cleansing,PH Soap,PH Soap,GERMISDIN GEL B S/JA O 500ML x 1                             ,GERMISDIN (ISD)          ,GERMISDIN (ISD)          ,ISDIN             ,POPULAR                  ,64944,1133862,1133714,1128346,1216535,1175651,1410560,1523641,1597623,1633393,1914315,1637395,1621136,2285120,2011302,1528065,1305701,1193641,896894,430122,207740,181033,97595,122707,149872," 149,872.00 "," 1,621,136.00 "," 10,409,792.00 "," 17,126,171.00 "," 272,579.00 "," 3,258,531.00 "," 370,174.00 "," 5,172,846.00 "
MANOS,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83D1&,PH Body,PH Hand Care,NO,UREADIN CR MAN PROTE 200ML x 1                               ,UREADIN (ISD)            ,UREADIN (ISD)            ,ISDIN             ,POPULAR                  ,64945,1396605,2197228,2810958,2798226,3718480,3838152,3429751,4212950,2574957,3980445,2325315,1843655,2437039,2892598,2716642,2369041,2434509,2387553,1769138,1746214,1744032,2811960,1792251,1182344," 1,182,344.00 "," 1,843,655.00 "," 26,283,321.00 "," 35,126,722.00 "," 2,974,595.00 "," 4,168,970.00 "," 5,786,555.00 "," 8,149,415.00 "
MANOS,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83D1&,PH Body,PH Hand Care,NO,UREADIN CR MAN PROTE 200ML x 1                               ,UREADIN (ISD)            ,UREADIN (ISD)            ,ISDIN             ,POPULAR                  ,64945,0,0,0,30088,91438,54830,151951,82203,94590,83797,300042,233110,184954,32020,34100,123504,32604,54262,122393,208667,63037,203920,32586,445405," 445,405.00 "," 233,110.00 "," 1,537,452.00 "," 1,122,049.00 "," 477,991.00 "," 533,152.00 "," 681,911.00 "," 616,949.00 "
LIMPIEZA,INDIRECTO,CUERPO,BABY,No Incluir,88A4&,NULL,NULL,NULL,ISDIN BABY NATURAL GEL.SHAMPOO 400ML x 1                     ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64946,111042,51685,133668,1021660,872232,734644,371920,583649,1065624,905213,668234,599862,489457,1696039,604165,1385943,804552,1638794,739295,1515857,1519700,1565809,889252,1166317," 1,166,317.00 "," 599,862.00 "," 14,015,180.00 "," 7,119,433.00 "," 2,055,569.00 "," 1,268,096.00 "," 3,621,378.00 "," 2,173,309.00 "
LIMPIEZA,DIRECTO,CUERPO,BABY,No Incluir,88A4&,NULL,NULL,NULL,ISDIN BABY NATURAL GEL.SHAMPOO 400ML x 1                     ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64946,7365796,19474954,13845872,15811525,23968619,19334025,18320226,21011428,21762515,21580417,25757838,21986939,23897899,26908453,21548737,18692255,20029963,24208088,22447852,32356695,27411984,26454813,28583491,25339832," 25,339,832.00 "," 21,986,939.00 "," 297,880,062.00 "," 230,220,154.00 "," 53,923,323.00 "," 47,744,777.00 "," 80,378,136.00 "," 69,325,194.00 "
MICELAR,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,ISDIN SOL MIC 4EN1 100ML x 1                                 ,ISDIN (ISD)              ,ISDIN (ISD)              ,ISDIN             ,POPULAR                  ,64947,360542,225973,191408,114188,73000,74651,75093,38200,14485,33030,14604,15677,7752,0,0,6982,4684,7302,0,0,0,1414,0,0, -   ," 15,677.00 "," 28,134.00 "," 1,230,851.00 ", -   ," 30,281.00 "," 1,414.00 "," 63,311.00 "
SIN TIPO,DIRECTO,CUERPO,BABY,No Incluir,88B2B,NULL,NULL,NULL,ISDIN BABY NATURAL POMADA REGEN 50ML x 1                     ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64948,2508297,6695434,15931289,14554355,15688815,18503539,21126299,21482695,25278186,25142432,26873676,22511645,24916164,14695893,21042924,23984420,23301433,19064083,30478703,22595191,20685006,21514296,22104901,21701516," 21,701,516.00 "," 22,511,645.00 "," 266,084,530.00 "," 216,296,662.00 "," 43,806,417.00 "," 49,385,321.00 "," 65,320,713.00 "," 74,527,753.00 "
SIN TIPO,INDIRECTO,CUERPO,BABY,No Incluir,88B2B,NULL,NULL,NULL,ISDIN BABY NATURAL POMADA REGEN 50ML x 1                     ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64948,610518,474526,1248026,1638662,2050961,1607006,1786049,1453310,1508464,2204683,1530476,2373177,1653474,2965087,2101951,2111171,2891911,2113839,2262693,1773213,1947265,2089616,2008800,1520068," 1,520,068.00 "," 2,373,177.00 "," 25,439,088.00 "," 18,485,858.00 "," 3,528,868.00 "," 3,903,653.00 "," 5,618,484.00 "," 6,108,336.00 "
SIN TIPO,INDIRECTO,CUERPO,BABY,No Incluir,88B2B,NULL,NULL,NULL,ISDIN BABY NATURAL POMADA REGEN 100ML x 1                    ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64949,0,708092,0,679374,1187175,121700,555388,154736,189417,410256,81050,289717,1257344,2244770,577590,1852832,1734440,2134871,225507,1696236,1517215,1107232,1276798,1311396," 1,311,396.00 "," 289,717.00 "," 16,936,231.00 "," 4,376,905.00 "," 2,588,194.00 "," 370,767.00 "," 3,695,426.00 "," 781,023.00 "
SIN TIPO,DIRECTO,CUERPO,BABY,No Incluir,88B2B,NULL,NULL,NULL,ISDIN BABY NATURAL POMADA REGEN 100ML x 1                    ,ISDIN BABY NATURAL (ISD) ,ISDIN BABY NATURAL (ISD) ,ISDIN             ,POPULAR                  ,64949,5577400,27774177,24710466,32086834,35475153,29423782,23326555,22149792,14774666,15943015,15017876,16583712,26772050,46576674,44843324,43370250,46985872,55618836,26878560,47506811,36118956,35514199,40386328,34024382," 34,024,382.00 "," 16,583,712.00 "," 484,596,242.00 "," 262,843,428.00 "," 74,410,710.00 "," 31,601,588.00 "," 109,924,909.00 "," 47,544,603.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,ALLERGIKA LO COR DU SE 400ML x 1                             ,ALLERGIKA (AIK)          ,ALLERGIKA (AIK)          ,ALLERGIKA CHILE   ,POPULAR                  ,65109,0,0,0,0,25551,0,0,25030,0,24744,25229,0,0,0,0,0,0,0,0,0,22259,0,25354,50453," 50,453.00 ", -   ," 98,066.00 "," 100,554.00 "," 75,807.00 "," 25,229.00 "," 75,807.00 "," 49,973.00 "
SERUM,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,HYALU B5 SE ANTIARRUG 50ML x 1                               ,HYALU B5 (LRP)           ,HYALU B5 (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,65123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299069,935747,191320,259679,425059,184957,37230,39237," 39,237.00 ", -   ," 2,372,298.00 ", -   ," 76,467.00 ", -   ," 261,424.00 ", -   
SERUM,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,HYALU B5 SE ANTIARRUG 50ML x 1                               ,HYALU B5 (LRP)           ,HYALU B5 (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,65123,13344383,37120949,160652266,28768846,15663902,19394028,6137846,3326477,2309715,2396110,1323973,978720,8144304,38615370,112564375,45125030,35290199,50098612,65202645,33758545,35882406,28890677,12956246,5061604," 5,061,604.00 "," 978,720.00 "," 471,590,013.00 "," 291,417,215.00 "," 18,017,850.00 "," 2,302,693.00 "," 46,908,527.00 "," 4,698,803.00 "
CREMA,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1B,PH Body,PH Body Care,NO,CERAVE CR HID C/PUM 454G x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,65124,12173042,2952711,1274067,561003,327347,178198,13980,67185,125172,856556,3910396,16619039,40365617,44853288,29513179,12896562,7548619,7398449,3986882,3351761,3493401,3245829,1965463,1343272," 1,343,272.00 "," 16,619,039.00 "," 159,962,322.00 "," 39,058,696.00 "," 3,308,735.00 "," 20,529,435.00 "," 6,554,564.00 "," 21,385,991.00 "
CREMA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,CLEANANCE WOMEN CREMA NOCHE 30ML x 1                         ,CLEANANCE WOMEN (P.F)    ,CLEANANCE WOMEN (P.F)    ,PIERRE FABRE      ,POPULAR                  ,65133,6678441,6687631,11307169,10515234,10938394,9468047,9770355,9130229,8161827,7523654,6763246,5132418,7676250,7852847,8964208,6491855,6836475,7804074,6772578,6749491,6124658,4959400,5237487,4523490," 4,523,490.00 "," 5,132,418.00 "," 79,992,813.00 "," 102,076,645.00 "," 9,760,977.00 "," 11,895,664.00 "," 14,720,377.00 "," 19,419,318.00 "
CREMA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,CLEANANCE WOMEN CREMA NOCHE 30ML x 1                         ,CLEANANCE WOMEN (P.F)    ,CLEANANCE WOMEN (P.F)    ,PIERRE FABRE      ,POPULAR                  ,65133,0,0,34108,52929,55336,17864,18059,0,72068,18173,0,0,0,139603,115985,159897,274832,108172,214738,31837,123196,18100,78464,121707," 121,707.00 ", -   ," 1,386,531.00 "," 268,537.00 "," 200,171.00 ", -   ," 218,271.00 "," 18,173.00 "
SERUM,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1Z,PH Face,PH Acne,PH Acne Care,CLEANANCE WOMEN SER FAC CORR 30ML x 1                        ,CLEANANCE WOMEN (P.F)    ,CLEANANCE WOMEN (P.F)    ,PIERRE FABRE      ,POPULAR                  ,65134,5623659,6385423,11107982,10712313,8204822,9317313,8116109,8327855,7530123,6845165,6444779,4792979,6291386,6075265,6162270,4852799,4488610,7800251,6416227,5642619,5989449,6139440,5754110,5032613," 5,032,613.00 "," 4,792,979.00 "," 70,645,039.00 "," 93,408,522.00 "," 10,786,723.00 "," 11,237,758.00 "," 16,926,163.00 "," 18,082,923.00 "
SERUM,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1Z,PH Face,PH Acne,PH Acne Care,CLEANANCE WOMEN SER FAC CORR 30ML x 1                        ,CLEANANCE WOMEN (P.F)    ,CLEANANCE WOMEN (P.F)    ,PIERRE FABRE      ,POPULAR                  ,65134,0,0,37336,0,20258,40074,236391,38915,57924,101862,20077,0,38014,175248,166547,122192,120770,136248,254468,35940,0,485248,248216,256290," 256,290.00 ", -   ," 2,039,181.00 "," 552,837.00 "," 504,506.00 "," 20,077.00 "," 989,754.00 "," 121,939.00 "
SERUM,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,PHYSIOLIFT PROTECT CR PR AL S30 30ML x 1                     ,PHYSIOLIFT PROTECT (P.F) ,PHYSIOLIFT PROTECT (P.F) ,PIERRE FABRE      ,POPULAR                  ,65135,0,0,0,0,0,0,182200,0,23786,0,0,0,0,96171,44726,0,0,103776,0,0,24366,49350,0,103105," 103,105.00 ", -   ," 421,494.00 "," 205,986.00 "," 103,105.00 ", -   ," 152,455.00 ", -   
SERUM,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,PHYSIOLIFT PROTECT CR PR AL S30 30ML x 1                     ,PHYSIOLIFT PROTECT (P.F) ,PHYSIOLIFT PROTECT (P.F) ,PIERRE FABRE      ,POPULAR                  ,65135,710900,1546280,1080546,1337537,2518658,4151479,3940075,3508456,4138764,7375119,2724353,2387602,2619521,3942992,5948558,2848748,3047737,4649275,3994334,3655163,3216364,3849341,2411081,10516858," 10,516,858.00 "," 2,387,602.00 "," 50,699,972.00 "," 35,419,769.00 "," 12,927,939.00 "," 5,111,955.00 "," 16,777,280.00 "," 12,487,074.00 "
MANOS,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83D1&,PH Body,PH Hand Care,NO,URIAGE BARIEDERM PA CR MA REP 50ML x 2                       ,URIAGE BARIEDERM (URG)   ,URIAGE BARIEDERM (URG)   ,URIAGE            ,POPULAR                  ,65138,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106926,234776,87930," 87,930.00 ", -   ," 1,429,632.00 "," 16,450.00 "," 322,706.00 ", -   ," 1,429,632.00 ", -   
MICELAR,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A7&,PH Face,PH Face Care excl. Acne,PH Face Water Sprays,AGUA TERMAL LOC SPR MICE 50ML x 1                            ,AGUA TERMAL (VCY)        ,AGUA TERMAL (VCY)        ,VICHY             ,POPULAR                  ,65139,458727,296977,300099,349624,429697,407300,268341,444103,274940,359276,94369,32688,31009,52840,8236,0,3123,0,0,0,0,0,0,0, -   ," 32,688.00 "," 95,208.00 "," 3,716,141.00 ", -   ," 127,057.00 ", -   ," 486,333.00 "
