CATEGORIA,SUBCATEGORIA,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302,MAT 22,MAT 23,P3M 22,P3M 23,YTD 22,YTD 23
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,LIPIKAR GEL GEL LAVANTE   400ML X 1,LIPIKAR GEL (LRP),LRP,LA ROCHE POSAY,POPULAR,,1,2,,,1,1,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
BODY,LIP CARE,EUCERIN DRY SKIN ACUTE.LIP.BA   10ML X 1,EUCERIN DRY SKIN (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CARE,EFFACLAR M GEL CREMA   40ML X 1,EFFACLAR M (LRP),LRP,LA ROCHE POSAY,POPULAR,503,315,416,446,549,369,614,609,585,554,427,644,778,858,735,702,944,737,1011,860,735,1368,979,979,6031,10686,1625,3326,1071,1958
FACE TOTAL,ACNE CARE,URIAGE EMUL.HYSE.AI   40ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CLEANSING,NORMADERM BARRA   80G X 1,NORMADERM (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - AGUAS TERMALES,URIAGE AGUA TERMAL CR WAT JELLY   40ML X 1,URIAGE AGUA TERMAL (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,74,68,73,307,225,120,124,107,70,38,26,11,29,154,107,84,151,97,101,53,128,170,177,161,1243,1412,75,508,37,338
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE A-OXITIVE SE30+S C/O15    X 1,AVENE A-OXITIVE (PC6),AVENE,PERCOS,POPULAR,,8,111,70,153,52,54,12,6,15,5,4,8,8,4,,2,,1,1,,6,1,1,490,32,24,8,9,2
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE DERMABSOLU CR. FA/NOCHE   40ML X 1,AVENE DERMABSOLU (PC6),AVENE,PERCOS,POPULAR,80,50,73,88,88,67,99,130,98,142,61,100,115,90,116,163,128,82,156,114,176,214,87,155,1076,1596,303,456,161,242
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE PHYSIOLIFT CREMA C.OJOS   15ML X 1,AVENE PHYSIOLIFT (PC6),AVENE,PERCOS,POPULAR,264,172,232,195,285,184,230,295,234,259,227,235,202,157,228,287,303,253,298,277,312,367,206,304,2812,3194,721,877,462,510
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE PHYSIOLIFT K CON+L100ML   15ML X 1,AVENE PHYSIOLIFT (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,CIRCADIEN SERUM PREV.   40ML X 1,CIRCADIEN (MLB),CIRCADIEN,MEGALABS,POPULAR,15,19,5,42,10,15,11,8,18,9,4,15,11,8,14,20,22,20,7,,8,3,7,1,171,121,28,11,19,8
FACE TOTAL,FACE CARE - ANTIEDAD,C-VIT AMP FAC.INTE 12% 2ML X 5,C-VIT (S.D),SESDERMA,SESDERMA,POPULAR,9,,,1,,,,,1,,,,,,,,,,,,,,,,11,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CR CO O M EL   15ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,172,86,162,114,181,113,180,111,189,142,94,158,177,153,177,124,225,104,218,151,130,241,140,129,1702,1969,394,510,252,269
FACE TOTAL,FACE CARE - ANTIEDAD,MINERAL 89 N G15+T3+CS3   50ML X 1,MINERAL 89 (VCY),VICHY,VICHY,POPULAR,21,5,8,3,17,,3,,,,1,,,,,,,,,,,,,,58,0,1,0,1,0
FACE TOTAL,FACE CARE - ANTIEDAD,NEOVADIOL GF CREMA CON.OJ   15ML X 1,NEOVADIOL GF (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,REDERMIC R OJOS CREMA   15ML X 1,REDERMIC R OJOS (LRP),LRP,LA ROCHE POSAY,POPULAR,62,60,48,32,77,41,81,34,59,67,47,60,57,65,39,50,65,36,54,58,64,84,58,90,668,720,174,232,107,148
FACE TOTAL,FACE CARE - ANTIEDAD,RETIMAX CR F60+TF110    X 1,RETIMAX (S2D),SKIN DRUG,SKIN DRUG,POPULAR,16,14,23,16,17,15,15,13,11,24,18,19,17,23,19,24,22,57,15,39,19,27,18,25,201,305,61,70,37,43
FACE TOTAL,FACE CARE - ANTIEDAD,URIAGE AGE PROTECT CR MULTIACCI   40ML X 1,URIAGE AGE PROTECT (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,31,15,15,12,23,24,18,18,16,21,12,18,25,22,18,20,28,7,17,17,10,15,6,8,223,193,51,29,30,14
FACE TOTAL,FACE CARE - ANTIEDAD,URIAGE ISOFILL CR FOCUS RID   50ML X 1,URIAGE ISOFILL (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,DUCRAY MELASCREEN CR+CL F5040M   30ML X 1,DUCRAY MELASCREEN (PC6),DUCRAY,PERCOS,POPULAR,2,,1,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,NEOTONE SERUM   30ML X 1,NEOTONE (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,100,88,218,110,127,137,180,65,206,63,21,30,36,18,32,36,58,29,21,35,25,24,27,17,1345,358,114,68,51,44
FACE TOTAL,FACE CARE - CLEANSING,CERAVE GEL HYD CLEA   473ML X 1,CERAVE (L/O),CERAVE,LOREAL,POPULAR,,,,,,,,,,,139,688,783,891,883,997,1229,1291,1497,1595,1681,2313,2457,2699,827,18316,827,7469,827,5156
FACE TOTAL,FACE CARE - CLEANSING,SENSIBIO H2O SO DE BI E&L   125ML X 1,SENSIBIO H2O (BDM),BIODERMA,BIODERMA,POPULAR,,,,,,,,,,,,,,,,,,30,100,128,188,247,197,247,0,1137,0,691,0,444
FACE TOTAL,FACE CARE - HIDRATACION,HYDRABIO SERUM K S40+AMS100    X 1,HYDRABIO SERUM (BDM),BIODERMA,BIODERMA,POPULAR,,2,83,55,24,6,24,42,46,25,8,5,4,5,,1,1,2,,1,,74,19,22,320,129,38,115,13,41
FACE TOTAL,FACE CUIDADO ESPECIFICO,FISOHEX GEL LIMP.ACN   200ML X 1,FISOHEX (GIE),GIMED,GIMED,POPULAR,10,6,,4,10,3,2,3,,2,4,1,4,3,2,8,,3,2,3,,,3,1,45,29,7,4,5,4
FACE TOTAL,FACE CUIDADO ESPECIFICO,IDEALIA LIFE SERUM SERUM   30ML X 1,IDEALIA LIFE SERUM (VCY),VICHY,VICHY,POPULAR,,1,1,,2,,,1,,,,,,,,,,,,,,,,,5,0,0,0,0,0
FACE TOTAL,FACE CUIDADO ESPECIFICO,ISODENSE CR.ANTIARRU.   50ML X 1,ISODENSE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN BODY,ANTHELIOS W FPS30 GEL .   100ML X 1,ANTHELIOS W FPS30 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN BODY,ANTHELIOS XL FPS50 LECHE CONFOR   300ML X 1,ANTHELIOS XL FPS50 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN BODY,EUCERIN SUN SPR+OIL.CON   200ML X 1,EUCERIN SUN (BEI),EUCERIN,BEIERSDORF,POPULAR,3,,,,1,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
SUN,SUN BODY,PHOTODERM MAX SPRAY FPS50   200ML X 1,PHOTODERM MAX (BDM),BIODERMA,BIODERMA,POPULAR,131,72,128,92,121,102,119,144,112,175,136,103,153,179,72,62,131,127,162,89,95,211,143,107,1435,1531,414,461,239,250
SUN,SUN BODY,SOL-OR ULTR.FPS50+ GEL.   100G X 1,SOL-OR ULTR.FPS50+ (QFA),QUIFARMA,QUIFARMA,POPULAR,57,62,66,74,100,62,60,90,92,104,72,59,69,73,72,55,111,78,88,80,75,143,106,108,898,1058,235,357,131,214
SUN,SUN BODY,UMBRELLA E.WATE PROOF   225G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,1,,1,,1,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
SUN,SUN BODY,UMBRELLA EMU MAX F100   100G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,291,267,265,357,387,329,347,607,342,502,675,363,399,358,340,445,384,386,421,314,248,340,174,133,4732,3942,1540,647,1038,307
SUN,SUN FACE,ANTHELIOS OIL CORR G C F M F50+   50ML X 1,ANTHELIOS OIL CORR (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,47,243,548,266,311,263,433,453,494,0,3058,0,1380,0,947
SUN,SUN FACE,ANTHELIOS SUN INTO CREMA FPS50   50ML X 1,ANTHELIOS SUN INTO (LRP),LRP,LA ROCHE POSAY,POPULAR,25,14,14,11,19,4,8,3,1,,,,,,,,,,,,,,,,99,0,0,0,0,0
SUN,SUN FACE,ANTHELIOS XL FPS50 CR+GT/LIPI50   50ML X 1,ANTHELIOS XL FPS50 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE,AVENE SOLAR 50 FLUID SPF50+   100ML X 1,AVENE SOLAR 50 (PC6),AVENE,PERCOS,POPULAR,95,80,69,216,94,65,106,160,93,154,106,137,107,137,118,138,132,125,155,111,153,195,144,186,1375,1701,397,525,243,330
SUN,SUN FACE,BLUSUN SKIN FORTE CR BLQ FPS60   20G X 1,BLUSUN SKIN FORTE (LKA),LAB.BKMPHARMA,LAB.BKMPHARMA,POPULAR,,5,22,,10,,,40,12,34,40,27,14,26,23,15,26,11,21,25,2,8,29,11,190,211,101,48,67,40
SUN,SUN FACE,FOTO ULTRA 100 FL ACT F100+   50ML X 1,FOTO ULTRA 100 (ISD),ISDIN,ISDIN,POPULAR,,1,2,4,5,11,7,4,5,5,1,1,,,,,,,,,,,,,46,0,7,0,2,0
SUN,SUN FACE,HELIOCARE 360 AIRG60+E GLT    X 1,HELIOCARE 360 (MVE),HELIOCARE,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE,HELIOCARE 360 SP INVI F50+   200ML X 1,HELIOCARE 360 (MVE),HELIOCARE,MEDIVELIUS,POPULAR,30,9,25,15,42,32,23,49,39,63,56,56,48,55,11,12,23,8,18,42,32,75,64,45,439,433,175,184,112,109
SUN,SUN FACE,HELIOCARE 50FPS CR.PROT.SOL   50ML X 1,HELIOCARE 50FPS (MVE),HELIOCARE,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE,UMBRELLA CR.60+NUT.30   90G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE POLVO,UMBRELLA BA.C.BE.50/2   11G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,130,77,42,63,69,81,128,154,130,144,108,42,51,55,44,40,72,42,12,10,3,4,1,5,1168,339,294,10,150,6
SUN,SUN FACE TINTED,FOTOPROT ISDIN FL FU C F50+   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,38,48,32,36,53,38,69,68,25,32,25,56,68,44,60,128,187,161,254,205,199,240,249,279,520,2074,113,768,81,528
SUN,SUN FACE TINTED,FOTOPROT ISDIN FL FW CB F50   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,,,,,,,,,,,,,,,,,172,111,139,193,313,451,512,416,0,2307,0,1379,0,928
SUN,SUN FACE TINTED,FOTOPROT ISDIN FL FW CL F50   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,,,,,,,,,,,,,,,,,491,668,873,1291,1750,2669,2540,2747,0,13029,0,7956,0,5287
SUN,SUN FACE TINTED,HELIOCARE 360 GOF 50+E COL    X 1,HELIOCARE 360 (MVE),HELIOCARE,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE TINTED,REPASKIN FOTOREPAR CR.T\SE.CO 5   50ML X 1,REPASKIN FOTOREPAR (S.D),SESDERMA,SESDERMA,POPULAR,219,88,94,189,263,206,322,372,272,237,171,132,278,347,203,465,283,363,330,764,354,821,376,320,2565,4904,540,1517,303,696
SUN,SUN FACE TINTED,SUNAID GEL TON.P/CL   30G X 1,SUNAID (N7D),NOVADERMA,NOVADERMA,POPULAR,95,90,88,97,85,107,93,96,84,100,84,88,135,94,112,134,116,92,118,119,120,138,119,91,1107,1388,272,348,172,210
SUN,SUN KIDS,REPASKIN FOTOREPAR LOC.PEDI.50+   200ML X 1,REPASKIN FOTOREPAR (S.D),SESDERMA,SESDERMA,POPULAR,13,3,7,11,17,21,20,22,22,21,9,10,7,45,19,20,22,36,30,30,24,63,46,45,176,387,40,154,19,91
BODY,BODY CARE - CRACKED SKIN,AVENE CICALFATE CREMA MANOS   100ML X 1,AVENE CICALFATE (PC6),AVENE,PERCOS,POPULAR,129,114,175,157,194,202,247,182,119,166,99,115,259,149,153,139,165,156,158,141,115,189,129,211,1899,1964,380,529,214,340
BODY,BODY CARE - CRACKED SKIN,AVENE CICALFATE CREMA REPARA   100ML X 1,AVENE CICALFATE (PC6),AVENE,PERCOS,POPULAR,410,471,479,363,334,181,430,542,584,649,547,754,612,652,650,737,842,728,566,685,781,752,637,1090,5744,8732,1950,2479,1301,1727
BODY,BODY CARE - CRACKED SKIN,URIAGE CR.CU-ZN   40ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ATODERM PAIN SURGR BARRA   150G X 1,ATODERM PAIN SURGR (BDM),BIODERMA,BIODERMA,POPULAR,9,5,10,7,9,10,14,9,8,68,10,6,11,8,9,15,17,14,14,16,17,15,46,24,165,206,84,85,16,70
BODY,BODY CARE - PIEL SECA TRATAMIENTO,AQUATOP C.RP+BONAV30   250G X 1,AQUATOP (MLB),ROEMMERS,MEGALABS,POPULAR,6,2,3,1,1,1,1,2,1,1,,,,,,,,,,,,,,,19,0,1,0,0,0
BODY,BODY CARE - PIEL SECA TRATAMIENTO,CETAPHIL CR UREA 20%   297ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,,,,,,,,,,,,,,,1,,,2,19,,4,2,59,21,0,108,0,82,0,80
BODY,BODY CARE - PIEL SECA TRATAMIENTO,CETAPHIL GEL CREM CAL   226ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,,,,,,,,,,,,,,,,,,80,162,99,75,306,206,280,0,1208,0,792,0,486
BODY,BODY CARE - PIEL SECA TRATAMIENTO,URIAGE CR HYS 3-REG   40ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,7,1,5,5,4,5,7,3,12,9,5,6,4,14,4,2,8,10,9,10,6,6,5,3,69,81,20,14,11,8
BODY,BODY CARE - PIEL SECA UREA,DERMIFANT UREA CR.COR/LIPO 5% 200ML X 1,DERMIFANT UREA (IUK),DERMIFANT,INMUNOTEK,POPULAR,,1,,,,1,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
BODY,BODY CARE - PIEL SECA UREA,EUCERIN UREA CR.EMOL. 5% 75ML X 1,EUCERIN UREA (BEI),EUCERIN,BEIERSDORF,POPULAR,49,52,72,59,65,53,29,45,20,14,15,9,5,5,1,,1,,,,1,,,,482,13,38,0,24,0
BODY,BODY CARE - PIEL SECA UREA,UREADERM CREMA 10% 60G X 1,UREADERM (MLB),ROEMMERS,MEGALABS,POPULAR,850,819,728,699,884,838,896,724,745,838,754,768,822,757,777,826,823,840,785,652,667,815,686,618,9543,9068,2360,2119,1522,1304
BODY,BODY CARE - PIEL SECA UREA,UREADERM LO LAC225+30   255ML X 1,UREADERM (MLB),MEGALABS,MEGALABS,POPULAR,17,18,11,18,17,20,22,12,15,14,8,5,5,1,3,,1,,,,,,,,177,10,27,0,13,0
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,CETAPHIL CR.HUMECTANT   453G X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,4187,3692,4410,3793,4288,3711,3910,4404,3357,4345,3674,7657,8332,3072,4209,4332,4495,8734,4012,10358,4776,8407,8367,6234,51428,75328,15676,23008,11331,14601
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,HIDRADERM TRX LECHE CORP   400ML X 1,HIDRADERM TRX (S.D),SESDERMA,SESDERMA,POPULAR,6,2,2,,3,1,4,2,1,,1,,1,2,1,2,,7,5,,2,,1,1,22,22,1,2,1,2
BODY,BODY CLEANSING - PIEL ATOPICA LIMPIEZA,URIAGE D.S EMULSION   40ML X 1,URIAGE D.S (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,28,10,10,5,3,16,13,13,25,9,7,15,7,13,11,14,9,13,11,11,10,16,11,12,154,138,31,39,22,23
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,CETAPHIL BAR LIMP SUA   127G X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,2481,2162,2442,2128,3053,2336,2276,2575,1960,2555,2217,2278,3707,2078,2358,3619,2088,2167,2099,1874,1967,2432,2242,2387,28463,29018,7050,7061,4495,4629
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,DERMAVIVE LOC LIB JABO 0.05% 240ML X 1,DERMAVIVE (C-G),COASPHARMA-M,COASPHARMA,POPULAR,7,3,2,4,4,1,2,3,1,4,1,1,5,6,4,7,5,5,4,2,1,4,5,1,33,49,6,10,2,6
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,EUCERIN PH5 ACEITE DUCHA   400ML X 1,EUCERIN PH5 (BEI),EUCERIN,BEIERSDORF,POPULAR,198,169,129,152,236,190,266,212,258,237,290,243,318,237,269,323,369,368,449,351,305,386,381,345,2580,4101,770,1112,533,726
FACE TOTAL,ACNE CARE,AVENE CLEANANCE EMULS EXPERT   40ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,49,24,32,59,52,22,14,11,47,16,8,3,,5,1,2,2,,1,,,,,,337,11,27,0,11,0
FACE TOTAL,ACNE CARE,EFFACLAR DUO GEL+SEROZINC    X 1,EFFACLAR DUO (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CARE,EUCERIN DERMOPURE SER OI C T/A   40ML X 1,EUCERIN DERMOPURE (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,95,379,517,417,1210,1051,1365,1080,838,1180,1084,1020,0,10236,0,3284,0,2104
FACE TOTAL,ACNE CARE,NORMADERM SERUM PR-BHA   30ML X 1,NORMADERM (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,1,74,72,164,166,98,144,146,149,0,1014,0,439,0,295
FACE TOTAL,ACNE CARE,TEEN DERM CREMA HYDRA   40ML X 1,TEEN DERM (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,26,16,31,36,25,35,28,46,45,46,7,12,18,13,17,21,35,21,16,33,9,24,24,28,353,259,65,76,19,52
FACE TOTAL,ACNE CARE,URIAGE PA HYSE SOS   15G X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CLEANSING,DHEMS CRPSA/ECOF50   50ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,,,,,,,,,,,,,51,92,45,181,160,80,106,76,49,125,67,72,0,1104,0,264,0,139
FACE TOTAL,FACE CARE - AGUAS TERMALES,AGUA TERMAL SPRAY   150ML X 1,AGUA TERMAL (LRP),LRP,LA ROCHE POSAY,POPULAR,189,129,133,152,252,207,158,116,147,193,165,244,210,264,210,131,181,151,154,156,159,309,281,288,2085,2494,602,878,409,569
FACE TOTAL,FACE CARE - AGUAS TERMALES,AVENE AGUA TERMAL K AER+LOC MI   400ML X 1,AVENE AGUA TERMAL (PC6),AVENE,PERCOS,POPULAR,66,169,111,48,26,3,4,2,1,1,,,,,1,,,,,,,,,,431,1,1,0,0,0
FACE TOTAL,FACE CARE - AGUAS TERMALES,URIAGE AGUA TERMAL SPRAY   300ML X 1,URIAGE AGUA TERMAL (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,38,28,39,65,41,35,40,57,31,57,39,42,46,61,61,37,51,39,37,58,63,69,95,55,512,672,138,219,81,150
FACE TOTAL,FACE CARE - AGUAS TERMALES,URIAGE MA AG TER NO   50ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,22,22,27,36,27,16,26,12,11,8,5,4,5,4,4,6,1,3,4,13,7,12,19,11,216,89,17,42,9,30
FACE TOTAL,FACE CARE - ANTIEDAD,ACTIVE C 10 CR CORR ARRU   30ML X 1,ACTIVE C 10 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,ACTIVE C OJOS TUBO   15ML X 1,ACTIVE C OJOS (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AGE REVERSE ISDIN CREMA NIG RE   50ML X 1,AGE REVERSE ISDIN (ISD),ISDIN,ISDIN,POPULAR,20,67,20,24,19,15,25,20,15,18,12,17,23,36,48,19,27,22,16,20,26,38,15,49,272,339,47,102,29,64
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE PHYSIOLIFT BALS.NOCH   15ML X 1,AVENE PHYSIOLIFT (PC6),AVENE,PERCOS,POPULAR,24,7,,,,,,,,,,,,,,,,,,,,,,,31,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE YSTHEAL GEL. 0.05% 15ML X 1,AVENE YSTHEAL (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,DHEMS CR.MAN.ANTIE   50ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,67,40,43,76,43,44,85,82,66,136,80,92,84,68,71,75,84,67,102,86,78,95,53,81,854,944,308,229,172,134
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL C F TS 50+30   80ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,1,24,25,18,8,8,17,19,12,13,16,16,0,177,0,45,0,32
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CC CREAM T/C   50ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,LIFTACTIV SUPREME SERUM VIT C   20ML X 1,LIFTACTIV SUPREME (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,7,35,22,76,178,195,282,331,295,0,1421,0,908,0,626
FACE TOTAL,FACE CARE - ANTIEDAD,MINERAL 89 G50GLHF10+CS    X 1,MINERAL 89 (VCY),VICHY,VICHY,POPULAR,,,,,,2,201,45,30,6,4,2,1,2,,,,,,,,,,,290,3,12,0,6,0
FACE TOTAL,FACE CARE - ANTIEDAD,NEOVADIOL GF CREMA DIA   50ML X 1,NEOVADIOL GF (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,PURE VITAMIN C10 SERUM ANT/ED   30ML X 1,PURE VITAMIN C10 (LRP),LRP,LA ROCHE POSAY,POPULAR,574,318,442,491,959,618,1002,812,961,1133,1037,1293,1313,1399,1232,971,1225,949,1409,1183,1164,1853,1166,1509,9640,15373,3463,4528,2330,2675
FACE TOTAL,FACE CARE - ANTIEDAD,REDERMIC + CR.OJOS   15ML X 1,REDERMIC + (LRP),LRP,LA ROCHE POSAY,POPULAR,14,14,6,13,7,16,16,11,8,12,4,5,12,3,6,3,15,4,8,,,52,10,7,126,120,21,69,9,17
FACE TOTAL,FACE CARE - ANTIEDAD,REDERMIC HYALU C CR.UV   40ML X 1,REDERMIC HYALU C (LRP),LRP,LA ROCHE POSAY,POPULAR,64,30,32,20,45,25,40,24,23,34,26,17,19,29,17,23,33,20,15,28,26,23,13,12,380,258,77,48,43,25
FACE TOTAL,FACE CARE - ANTIEDAD,RETINOL B3 SERUM   30ML X 1,RETINOL B3 (LRP),LRP,LA ROCHE POSAY,POPULAR,17,5,16,64,182,102,199,302,266,316,111,315,320,533,440,415,553,419,717,721,742,1518,1320,1366,1895,9064,742,4204,426,2686
FACE TOTAL,FACE CARE - ANTIEDAD,ROSTRO A EMULS   30G X 1,ROSTRO A (BSS),BUSSIE,BUSSIE,POPULAR,,,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,SERUM 10 SER DU A/OXI   30ML X 1,SERUM 10 (SK9),SKINCEUTICALS,SKINCEUTICALS,POPULAR,4,,1,1,2,7,1,,4,5,2,3,,1,1,1,5,4,1,,,1,1,,30,15,10,2,5,1
FACE TOTAL,FACE CARE - ANTIEDAD,SESVITAMIN-C K F L 50+S30    X 1,SESVITAMIN-C (S.D),SESDERMA,SESDERMA,POPULAR,,,,,,,,,62,193,82,26,26,36,27,14,22,2,,,,,,,363,127,301,0,108,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,DEPIWHITE CR.DIA SPF20   40ML X 1,DEPIWHITE (A6C),DEPIWHITE,ACM LABORATOIRE,POPULAR,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,DUCRAY MELASCREEN CREMA NOCHE   50ML X 1,DUCRAY MELASCREEN (PC6),DUCRAY,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
