CATEGORIA,SEGMENTO,MARCA,SKU,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/01/2022,01/02/2022,01/03/2022,01/04/2022,01/05/2022,01/06/2022,01/07/2022,01/08/2022,01/09/2022,01/10/2022,01/11/2022,01/12/2022,01/01/2023,01/02/2023,YTD 22,YTD 23
CREMA FACIAL,Sensitive,Radiocare,RADIOCARE CREMA 150ML,639,479,639,400,320,879,639,719,959,799,479,,,,719,400,559,240,160,80,80,240,320,,320,559,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Sensitive,Uriage,ROSELIANE CC CREMA SPF50+ TBO40ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,"1,343",0,1404
CREMA FACIAL,Sensitive,Uriage,URIAGE ROSELIANE CR ANTI-ROUG TBOx40ML,"3,239","1,330",463,289,231,58,58,58,"3,643","2,892","2,255","1,851","1,966","1,388","1,446",983,"1,041","1,677","1,214","1,214",983,"1,099","1,504","1,157","1,504","1,735","1,041",694,"1,157","1,330","2,082","1,793","1,272","1,446",890,688,"1,462",565,278,417,205,643,428,504,"1,269",964,615,500,641,"1,063","1,123",896,844,617,"2,385","2,386",719,"2,546","3,665","1,905","2,594","3,011",1704,5605
CREMA FACIAL,Sensitive,Uriage,URIAGE ROSELIANE FLU.DERMO-NET FCOx250ML,"1,114",970,"1,211",920,920,"1,356",727,388,475,242,,,,,242,194,145,291,388,291,145,388,145,,194,291,291,194,436,97,194,97,194,242,246,98,49,49,,50,167,28,351,260,557,535,220,367,44,153,288,207,275,43,519,606,268,234,588,117,614,"1,107",197,1721
CREMA CORPORAL,Antipigmento,Bioderma,PIGMENTBIO CR SEN AREAS 75ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,139,,278,668,668,278,251,139,111,139,139,,696,696,139,1392
CREMA CORPORAL,Antipigmento,Bioderma,PIGMENTBIO CR SENSITIVE AREAS TBOx75ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,857","49,025","32,737","21,712","19,312","5,088","14,643","47,780","24,305","6,776","64,265","72,475","74,690","82,147","83,767","111,685","149,117","181,985","116,548",19731,298533
CREMA CORPORAL,Antipigmento,Eucerin,EUCER CR MANOS ANT-PIGMENT SPF30 TBx75ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,787","30,115","40,370","33,738","29,813","26,417","28,350","20,399","22,033","21,684","20,728","24,128","19,080","19,087","22,295","16,373","7,964","3,109","1,315",489,177,42432,666
CREMA CORPORAL,Antipigmento,Eucerin,EUCERIN ANTI-PIGM. CREMA MANOS SPF30 -75ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,424","8,480","2,685","2,109","1,488","4,599",591,"1,257","1,033","1,981","2,783","1,161","2,279","2,250","2,089","2,989","2,831","1,921",785,5190,2706
CREMA CORPORAL,Baby,Atopicare,ATOPICARE PEDIAT CREMA 250ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,452,,184,,0,184,,,91,,,,,,,,,,,,,,105,,,,,136,0,136
CREMA CORPORAL,Baby,Atopicare,ATOPICARE PEDIATRI CREMA 120ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Babytopic,BABYTOPIC SH PEDIA HAI 120ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,,,,,0,0
CREMA CORPORAL,Baby,Bodymilk,BODYMILK PEDIATRICS 120ML,,,,,,38,,150,,,113,75,75,75,150,226,38,75,113,150,75,38,38,75,38,301,113,38,75,75,38,38,38,38,44,178,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Bodymilk,BODYMILK PEDIATRICS 250ML,,,,,,,193,258,,258,64,,322,64,129,387,129,129,64,129,129,129,129,193,193,193,193,129,,129,129,129,,129,,,0,0,0,0,0,,0,,0,,,,,,,0,0,,0,0,0,0,0,0,,76,0,76
CREMA CORPORAL,Baby,Dermatopic,DERMATOPIC PEDIATR JABON SYNDET PH 5.5 250ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,351,117,175,468,526,585,468,819,"1,511","1,531",0,3042
CREMA CORPORAL,Baby,Emolan,EMOLAN BB JB/ESPx250ML,,,,,,,,,,,,,,,,,,,,,,,,742,883,565,919,177,"2,120","1,201","1,802","1,413","1,802","2,438","1,022","1,643","2,628","1,789","1,862","4,709",803,"1,424",438,694,840,840,876,"1,387",146,110,"5,301","3,085","1,535",822,914,389,273,35,38,,379,"1,254",256,1633
CREMA CORPORAL,Baby,Emolan,EMOLAN CR HIDRA C/PANTEN+PSX220ML,,,,,,,,,,,,,,,,,474,553,"1,186","2,530","4,743","5,376","5,771","4,664","9,012","5,771","2,925","2,293","6,166","3,715","5,929","4,980","6,561","8,538","7,524","1,534","3,770","1,263",874,,285,190,190,95,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Emolan,EMOLAN HIDRATANTE PANTENOL + PS 220 ML,876,292,292,,803,146,,146,,"1,460",365,,584,219,219,,438,,,219,438,438,,,,,,730,,219,876,,"2,262",438,154,537,,,0,,,,,,,,,,,,,436,109,213,,,,,,,,,0,0
CREMA CORPORAL,Baby,Emolan,EMOLAN-H C/PANTENOL+PROTEC.SOLAR FCO. X 220 ML,,,,,,,,,,,,,,,,,,753,602,"1,430","1,129","2,107","1,054",,"2,634",226,452,,151,376,828,978,753,452,928,495,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Emolan,EMOLANx220ML HID C/PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,851",841,112,"1,122",,195,195,519,,389,,325,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Eucerin,"EUCER.BABY BAÑO&SH FCOx240ML, P/SENS",996,206,"1,236","4,327","2,232",309,"9,684","28,571","41,139","58,172","39,079","40,281","52,574","77,986","46,256","41,998","36,572","41,586","25,686","37,018","49,518","25,240","29,841","56,043","49,106","85,808","40,796","36,538","20,261","60,575","62,773","89,490","77,090","68,268","64,969","70,537","68,321","89,204","106,552","63,609","67,654","60,187","38,517","42,999","54,317","79,096","56,995","78,363","64,578","85,351","101,866","61,868","66,717","63,299","60,656","82,762","85,401","65,360","84,535","74,847","107,344","101,496",149929,208840
CREMA CORPORAL,Baby,Eucerin,EUCERIN BABY JAB BAN/SHAM  240 ML X 1,"17,466","18,381","22,462","20,860","22,500","21,547","285,636","241,704","308,785","242,543","295,018","393,827","981,842","460,717","645,714","414,497","353,861","237,814","464,226","204,598","279,039","180,001","191,289","229,691","368,887","316,793","233,162","177,674","204,674","160,971","267,751","140,378","277,857","142,055","180,480","143,466","295,528","141,752","165,135","139,425","147,873","108,256","171,121","155,849","218,902","204,689","176,151","183,086","313,713","201,151","213,990","162,888","227,171","173,676","237,029","194,369","238,223","191,169","185,162","205,057","256,111","303,604",514864,559715
CREMA CORPORAL,Baby,Eucerin,EUCERIN BABY JAB BAN/SHAM  400 ML X 1,"10,165","19,258","24,724","39,844","57,621","30,036","41,274","129,647","178,430","131,946","129,851","207,598","425,260","150,591","310,172","342,813","299,955","225,171","269,357","260,162","433,127","342,711","499,380","424,085","1,097,707","511,691","666,777","554,396","595,364","491,616","660,232","509,188","963,667","474,503","611,241","589,345","1,166,818","608,642","720,537","633,835","748,364","517,310","754,175","525,699","859,925","679,402","654,147","656,435","1,066,897","786,846","1,078,274","797,375","809,726","663,137","863,034","602,821","892,287","761,503","801,577","880,846","1,043,865","953,428",1853743,1997293
CREMA CORPORAL,Baby,Eucerin,EUCERIN BABY LOC.CORPORAL  400 ML X 1,"47,698","43,951","45,278","51,680","56,207","43,483","49,259","75,177","80,798","76,192","62,453","68,073","110,619","63,936","99,690","72,055","71,118","50,509","74,865","65,107","92,898","71,040","77,988","65,887","128,887","75,880","85,716","85,092","98,597","101,017","110,229","127,950","162,064","119,206","153,936","108,971","201,123","123,878","142,795","121,744","169,354","113,345","192,949","143,670","248,338","160,281","182,962","144,031","171,616","77,785","230,171","191,176","244,322","193,220","274,083","220,622","314,346","213,603","222,260","208,533","241,628","236,380",249401,478008
CREMA CORPORAL,Baby,Eucerin,EUCERIN BABY POM PROTEC  100 ML X 1,"11,797","11,670","12,136","11,245","11,967","11,457","12,306","17,695","21,472","18,629","15,192","16,295","29,577","16,677","27,413","22,830","22,236","15,913","22,618","17,398","30,086","20,538","24,230","17,313","38,022","21,557","22,703","24,443","25,249","24,612","28,601","31,402","42,180","31,572","32,357","27,627","42,280","22,795","36,293","28,940","39,921","30,829","47,115","38,654","56,409","54,034","46,018","37,707","33,331","13,496","7,384","3,408","1,186",770,478,246,112,144,22,270,,,46827,0
CREMA CORPORAL,Baby,Eucerin,"EUCERIN BOLSO BABY PROMO, UND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,27,0,27
CREMA CORPORAL,Baby,Eucerin,PH5 EUCERIN BB BANO&SHPO  250 ML X 1,"1,093,872","1,037,775","1,182,408","722,623","819,311","721,824","310,782","161,946","136,692","83,032","33,952","21,724","15,758","5,000","2,899","1,807","1,849","1,723","1,513","1,345",798,798,252,378,42,126,42,,,42,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Eucihealth,EUCIHEALTH BABY BAÑO Y SH FCOx250ML,"20,251","24,346","28,581","22,102","15,567","14,501","23,560","18,876","22,046","26,814","19,493","30,488","33,938","46,335","21,036","17,895","14,950","11,472","18,259","8,807","13,912","8,919","8,302","8,751","8,218","8,947","8,639","5,582","5,301","4,460","6,872","4,544","7,208","4,600","3,570","3,868","4,472","3,602","4,150","4,525","3,672","3,862","4,243","4,372","4,386","5,714","4,748","4,424","5,414","5,221","5,031","4,354","5,041","3,419","3,181","4,117","2,022","1,136",487,256,157,31,10635,188
CREMA CORPORAL,Baby,Eucihealth,EUCIHEALTH BABY BAÑO Y SH FCOx400ML,,,,,,,,,,,,,,,420,"3,263","3,748","3,780","3,619","3,134","3,037","3,812","4,394","6,429","4,976","4,459","4,911","5,654","5,396","6,203","4,362","5,945","4,879","5,040","5,425","5,554","6,459","6,116","6,708","5,030","4,680","3,316","2,675","3,132","2,806","2,380","1,906","1,832","1,423","1,016",688,537,435,352,132,655,175,345,136,132,123,180,2439,303
CREMA CORPORAL,Baby,Isdin,ISDIN BABY NATURALS GEL CHAMPU FCOx400ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,671","21,669","17,585","26,092","20,881","20,104","23,879","24,485","24,694","25,817","24,864","22,639","27,234","25,760","23,047","27,241","28,134","38,989","51,150","39,581",48364,90731
CREMA CORPORAL,Baby,Isdin,ISDIN BABY NATURALS GEL SHAMPO FCO200ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,366,"1,777",479,461,339,265,506,406,516,649,864,"1,234",807,"1,102",839,"1,819","1,737","1,809",604,3546
CREMA CORPORAL,Baby,Isdin,ISDIN BABY NATURALS LOC BODY -400ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,357,,,,60,388,333,55,55,333,,444,55,759,913,"1,220",748,60,1968
CREMA CORPORAL,Baby,Isdin,ISDIN BABY NATURALS LOC CORPOR FCOx400ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,966","16,044","15,004","19,394","15,823","15,656","15,825","19,991","14,300","14,564","13,414","13,373","14,567","15,535","12,722","13,845","15,585","14,016","15,620","14,588",35816,30208
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED PDA 25% TBOx20G,,,,,,,,,,,,,,,,,,,,,,,,,,,353,"2,751","2,243","2,440","2,720","2,533","2,170","2,731","2,388","2,890","2,268","2,014","2,505","1,905","1,877","2,076","2,510","2,251","2,238","2,459","2,378","1,871","1,909","1,695","1,567","1,914","1,693","1,567","1,823","2,250","2,173","2,422","2,107","3,060","3,360","2,486",3604,5846
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED PDA 25% TBOx40G,,,,,,,,,,,,,,,,,,,,,,,,,,,940,"4,222","3,721","3,538","3,673","3,075","3,221","3,404","2,941","5,509","4,561","3,983","4,515","3,404","3,677","3,813","4,227","3,999","3,767","3,683","4,105","5,694","4,036","2,531","3,235","3,491","4,316","4,637","4,428","3,185","2,418","1,377","1,293","1,324","1,213",475,6567,1688
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED PDA 25% TBOx60G,,,,,,,,,,,,,,,,,,,,,,,,,,,878,"5,026","4,288","4,168","4,328","3,909","3,550","4,168","4,188","3,979","3,948","2,576","2,393","1,760","1,831","1,724","2,007","2,956","2,197","1,790","1,776","2,185","1,147",213,421,236,391,206,352,271,139,37,32,20,,,1360,0
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED PDA 25% TBOx100G,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,504","8,244","9,107","10,221","10,166","10,583","10,528","9,859","8,940","9,291","11,095","7,841","9,589","8,501","8,753","8,605","9,923","8,634","7,474","7,891","6,185","4,898","3,011","6,311","7,892","6,215","3,689","3,055","3,118","5,595","8,265","7,836","6,982","9,845","10,962","9,357",9322,20319
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED PDA TBOx40G,,,,,,,,,,,,"26,556","23,256","20,140","17,867","16,419","13,977","12,445","12,933","21,252","12,242","11,586","10,457","9,683","8,504","5,995","3,115",387,236,404,286,219,101,135,17,49,33,52,30,19,16,,,,,19,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED PDA TBOx100G,,,,,,,,,,,,"7,131","21,060","25,248","26,249","22,274","25,157","22,881","24,489","22,517","18,815","18,511","17,237","18,511","14,566","8,831","6,191","1,517",971,"1,032",698,455,516,759,425,385,210,60,193,143,61,88,29,124,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED POMADA 20.0000 G,,,,,,,,,,,,"16,404","15,190","14,714","13,618","12,708","12,535","11,087","13,197","13,914","11,274","8,991","9,571","7,440","4,909","5,840","2,248","3,041","4,208","2,066","5,033","3,882","7,297","2,829","7,495","8,020","11,560","3,919","2,108","10,862","6,108","6,536","8,710","8,395","4,241","12,298","5,143","3,198","1,741","6,548","4,310","3,647","6,530","3,858","5,535","3,228","3,911","5,292","3,392","5,941","7,068","8,207",8289,15275
CREMA CORPORAL,Baby,Nenegloss,NENEGLOSS ADVANCED POMADA 60.0000 G,,,,,,,,,,,,"23,203","15,687","9,926","9,926","7,159","4,150","6,503","6,147","5,419","5,077","4,892","4,278","5,134","4,207","3,965","2,738",927,802,884,442,699,485,"1,711","2,467","1,952","1,930",348,56,,80,30,128,974,225,263,809,460,349,472,362,352,,352,112,"1,437",580,423,723,145,"1,661",717,821,2378
CREMA CORPORAL,Body Atopi,Atopilac,ATOPILAC JABON LIQD. INF 200.0000 ML,,,,,,,,,"4,893","3,533","4,344","3,485","5,729","5,800","4,750","2,864","3,772","3,222","5,610","3,318","3,103","3,127","3,342","3,270","4,106","5,610","2,483","1,743","1,146","3,199","2,960","4,416","4,082","4,344","5,944","3,628","4,303","3,977","4,498","6,210","4,901","2,958","4,864","5,086","2,770","8,502","1,699","4,009","4,647","5,665","6,092","5,371","6,631","4,488","4,341","5,846","5,872","6,472","5,052","4,664","5,847","6,632",10312,12479
CREMA CORPORAL,Body Atopi,Avene,AVENE TRIXERA CR.EMOLIENTE  200 ML X 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,48,56,56,56,56,,,57,,,,,,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM ACEIT HUILE DE DOUCHE FCOx1000ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,094","21,508","17,127","19,431","21,938","34,577","25,858","29,034","23,439","34,968","42,286","37,088","47,056","37,488","39,819","40,233","40,820","54,140","47,277","45,503","48,874","68,103","69,177","66,485","78,474","70,767","76,475","98,627","60,585",81053,159212
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM CR INTENSIVE BAUM TBOx75ML PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,1,,,,0,0,0,0,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM CR NOURRIS.SENS.FCOx200ML,"1,198",823,449,898,150,225,225,524,75,225,150,299,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM CR PREVENT F  200 ML X 1,"6,025","4,104","4,366","5,239","5,850","5,675","7,247","6,548","7,422","5,413","4,540","4,453","4,715","4,366","4,016","3,754","4,366","5,850","5,588","5,151","4,715","3,842","3,231","3,580","4,278","2,183","2,794","3,143","2,707","5,239","6,025","4,016","4,540","4,890","4,908","4,597","5,619","3,283","5,346","3,059","3,981","4,429","4,137","3,224","3,186","4,048","1,586",622,"1,404",387,708,595,"1,126","1,180",714,196,490,99,99,,,103,1791,103
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM CR+HYDRAB GEL+PHOT MAX PROMOCION,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM CREME FP  200 ML X 1,"1,328",769,839,559,629,629,419,839,629,559,489,559,,140,140,210,140,70,70,70,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM CREME FP  500 ML X 1,"7,208","7,102","6,890","6,254","7,950","7,526","9,541","9,222","9,541","9,222","9,965","10,813","10,495","9,222","10,389","10,495","12,297","8,904","13,993","11,767","12,509","11,873","12,721","11,979","12,933","12,827","7,420","8,692","11,449","14,629","21,625","18,233","20,141","20,247","20,641","18,829","19,127","15,381","16,419","16,188","15,725","16,889","19,247","17,311","15,905","18,362","19,046","17,680","16,141","13,918","9,380","7,199","7,828","4,947","4,505","2,791","4,384","1,947","1,445",630,711,547,30059,1258
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM GEL DOUCH FP  500 ML X 1,"77,202","18,382","2,289","6,173","9,295","1,873","3,121","4,023","3,815","3,399","3,191","3,884","4,717","4,301","4,994","3,815","3,399","3,607","4,717","4,370","4,023","4,717","5,757","5,133","7,145","7,491","6,728","6,243","5,965","7,145","13,665","13,873","17,896","17,272","18,800","15,301","17,200","11,816","13,752","12,283","13,918","12,808","14,060","11,125","13,470","14,174","14,352","15,099","18,202","15,329","16,808","10,401","3,295","2,647","5,329","5,630","5,026","7,174","5,967","6,826","5,337","7,846",33531,13183
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM GEL DOUCHE C/DOSIF FC 1000ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,"22,536","19,025","22,151","20,929","21,429","20,686","20,949","25,858","26,954","25,499",0,52453
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM HUILE DE DOUCHE T100ML PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,0,0,14
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTE BAUME  500 ML X 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,"2,963","3,312",0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"2,579","2,763",0,5342
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTE BAUME T  200 ML X 1,"24,857","19,353","22,194","22,016","25,567","25,745","33,113","35,865","36,664","39,150","35,865","36,043","34,977","36,132","36,842","30,983","32,137","33,912","34,356","36,043","35,688","32,403","32,669","28,852","34,267","29,207","21,839","20,241","23,703","27,520","42,523","38,884","34,622","41,014","48,207","39,395","37,246","31,414","36,019","29,149","33,264","37,447","42,866","41,252","39,223","42,164","39,007","37,491","38,300","34,596","35,581","37,636","43,526","41,004","44,266","42,345","36,677","38,657","28,986","31,206","31,962","32,897",72896,64859
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTE BAUME T 200.0000 ML,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTE GE MO T  200 ML X 1,"11,675","11,626","12,652","10,649","10,356","9,819","10,893","14,166","13,824","14,166","14,655","15,485","17,146","14,752","17,683","16,755","18,367","13,189","16,804","15,827","15,045","14,117","16,999","15,436","19,051","18,025","15,387","12,261","13,238","12,017","13,580","14,752","13,531","15,974","16,318","13,030","15,065","15,282","17,254","12,109","12,816","13,103","14,033","14,464","13,735","16,654","11,883","13,332","15,002","11,283","14,299","12,684","13,903","11,312","12,240","13,033","12,130","11,177","11,707","12,769","12,795","11,038",26285,23833
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTEN PAIN SENS.BARx150G PROMOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"1,806",889,304,171,117,43,128,21,79,213,75,213,43,,,79,43,43,,21,43,,,,,,,,,,86,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTENS GEL MOUS+BAUM200ML PACK,,,,,,,,,,,,,,,,,,"1,832","8,700","5,876","3,892","3,053","1,984","4,274","2,213","1,908",763,611,"1,068",458,992,839,458,534,"1,329",407,654,232,93,,,,87,,,,,,,,,,,,,,,17,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTENSIV GEL-CREM FCOx200ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,291,462,457,431,373,458,704,382,"1,112","1,919","1,417","2,303","1,246","1,124","1,038",968,864,881,831,1745
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTENSIV GEL-CREM FCOx500ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,349","12,767","17,531","24,127","24,324","21,166","18,376","19,088","19,689","23,553","27,389","18,652","15,715","19,945","25,606","24,574","27,447","26,175","26,552","36,635","43,727",38777,80362
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTENSIV GEL-CREME TBO75ML PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,0,34
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTENSIVE BAUME FCOX500 ML,,,,,,,,,,,,,,,,,,"3,169","17,793","19,499","23,155","25,958","22,058","23,643","30,102","23,277","20,352","16,574","23,155","26,202","33,392","37,414","41,679","43,386","23,302","18,000","26,210","27,372","33,042","27,215","38,018","35,292","38,029","32,133","43,847","39,144","43,499","35,884","27,334","25,598","24,474","9,418","11,329","28,216","44,205","46,019","41,160","44,805","42,549","49,092","52,470","44,583",52932,97053
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTENSIVE EMUL.ATOPIC TBOx200ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM INTENSIVE GEL MOUSSANT FCO500ML,,,,,,,,,,,,,,,,,,"1,253","9,959","8,268","10,272","10,962","10,962","13,154","13,592","13,091","11,901","10,272","11,713","12,841","18,040","15,346","16,474","22,111","23,655","18,920","21,951","12,628","16,762","15,178","20,641","20,035","23,697","21,244","20,866","21,533","24,998","22,850","26,614","26,312","24,452","23,271","15,561","12,985","23,313","24,278","21,009","22,486","22,168","25,348","26,825","36,936",52926,63761
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM NECESER PROMOCION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM NECESER TOILET BAG 2022 UN PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,28
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM NECESER+ESPONJA PROMOCION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,13,0,13
CREMA CORPORAL,Body Atopi,Bioderma,ATODERM PAIN NET SUG  150 G X 1,47,,,47,24,12,83,95,237,284,83,36,47,107,47,95,47,71,142,118,36,59,178,154,118,71,83,59,36,142,24,320,"2,725","3,613","1,190","1,269","1,243",767,"1,015",937,650,741,515,648,351,430,265,333,217,246,178,239,,77,43,128,,,,,42,,463,42
CREMA CORPORAL,Body Atopi,Ceraderm,PACK DERMATOPIC 120ML+CERADERM,,,,,,,,,,794,159,79,318,397,238,238,397,159,794,953,397,159,794,238,,318,79,159,79,159,,79,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA CORPORAL,Body Atopi,Cetaphil,CETAPHIL PRO AD CO CR HIDRATANT  295 ML X 1,,,,,,,,,,,,,,,,,,,,,,,,,,91,,189,87,171,171,169,86,87,,255,265,,0,264,132,132,132,136,,,,136,,136,136,408,136,136,272,544,408,653,136,68,543,326,136,869
CREMA CORPORAL,Body Atopi,Cetaphil,CETAPHIL PRO AD CONT.HIDRAT.CO,"5,975","7,223","5,707","4,191","6,688","9,185","3,121","7,937","13,198","14,268","6,688","11,236","3,032","4,013","6,064","4,013","8,828","7,223","4,370","2,854","5,975","2,675","5,618","5,886","5,350","4,994",892,"1,427","4,102","2,140","8,561","8,382","4,548","7,669","7,615","7,167","4,057","3,357","2,312","5,672","6,563","3,716","7,187","3,611","9,384","5,903","1,795","2,285","6,570","4,687","5,970","4,569","4,564",516,"2,775","6,456","4,158","5,701","3,048","4,068","3,597","5,620",11257,9217
